Temp,Frequency,Power,Error,inv,header
-20,173.292,0.0000000608218,-2.7541,2,1
0,1069.25,0.0000000716921,0,2,1
20,4840.92,0.000000106691,3.27043,2,1
40,17085.8,0.000000174468,7.04571,2,1
60,50009.3,0.000000273529,11.1633,2,1
80,123868,0.00000034446,15.7408,2,1
100,286767,0.000000156178,20,2,1
-20,108.483,0.0000000192804,1.32652,4,1
0,680.3,0.0000000331005,0,4,1
20,3109.16,0.0000000427173,-0.634786,4,1
40,11162.9,0.0000000425511,-0.739613,4,1
60,33301.4,0.0000000509984,-0.465337,4,1
80,86462,0.0000000860769,1.42109E-14,4,1
100,199619,0.000000157658,0.667518,4,1
-20,83.3714,0.0000000149301,1.29212,6,1
0,527.514,0.000000025309,0,6,1
20,2430.76,0.000000031405,-0.603524,6,1
40,8881.7,0.0000000328725,-0.792321,6,1
60,26884.1,0.0000000411351,-0.589974,6,1
80,69622.9,0.0000000699914,0,6,1
100,158737,0.000000124932,0.930602,6,1
-20,68.199,0.0000000122859,1.39129,8,1
0,438.924,0.0000000208615,0,8,1
20,2051.49,0.0000000262566,-0.694996,8,1
40,7547.82,0.0000000278265,-0.911773,8,1
60,22855.1,0.0000000349228,-0.667476,8,1
80,59049.8,0.0000000589192,0,8,1
100,134190,0.000000106186,1.02526,8,1
-20,267.792,0.0000000434863,1.56287,2,3
0,1654.77,0.0000000538012,0,2,3
20,7436.74,0.0000000783516,-0.83724,2,3
40,26078.2,0.000000116046,-1.05223,2,3
60,75321.2,0.000000181428,-0.75595,2,3
80,185956,0.000000383602,-1.42109E-14,2,3
100,1169.42,0.000000489576,78.3546,2,3
-20,167.457,0.0000000168049,1.34957,4,3
0,1045.92,0.0000000288391,0,4,3
20,4753.12,0.0000000382243,-0.643066,4,3
40,16973.5,0.0000000397654,-0.757359,4,3
60,50361.3,0.0000000482533,-0.48867,4,3
80,129803,0.0000000829734,0,4,3
100,297365,0.000000162199,0.704911,4,3
-20,129.194,0.0000000130781,1.29087,6,3
0,812.514,0.0000000222104,0,6,3
20,3726.64,0.0000000287176,-0.616385,6,3
40,13541.9,0.0000000308364,-0.806868,6,3
60,40732.4,0.0000000387557,-0.593613,6,3
80,104920,0.0000000663288,0,6,3
100,238372,0.000000126727,0.913228,6,3
-20,106.27,0.00000001082,1.38883,8,3
0,678.463,0.0000000184669,0,8,3
20,3149.8,0.0000000242852,-0.702635,8,3
40,11506.3,0.0000000267925,-0.918268,8,3
60,34608.3,0.0000000336733,-0.672869,8,3
80,88821.5,0.0000000572235,0,8,3
100,201421,0.000000108173,0.975387,8,3
-20,91.724942580186,0.000000009394446,1.4747620168578,10,3
0,590.65384790309,0.00000001615057,0,10,3
20,2747.68603620461,0.00000002134395,-0.728442004169153,10,3
40,10038.1489813889,0.00000002357852,-0.948546824737093,10,3
60,30170.089915919,0.00000002945757,-0.695593681209047,10,3
80,77300.2426454617,0.00000005033984,0,10,3
100,175156.164857683,0.0000000947569,0.989999988489132,10,3
-20,326.805,0.0000000371322,1.62787,2,5
0,2025.77,0.000000048249,0,2,5
20,9062.9,0.0000000701375,-0.83113,2,5
40,31668.9,0.000000101248,-1.04777,2,5
60,91093.9,0.000000146623,-0.743834,2,5
80,224395,0.000000343097,1.42109E-14,2,5
100,513839,0.000000542666,0.433356,2,5
-20,203.8,0.0000000156782,1.39256,4,5
0,1275.31,0.0000000269586,0,4,5
20,5783.77,0.0000000363335,-0.651875,4,5
40,20604.4,0.0000000387684,-0.770913,4,5
60,60978.3,0.0000000477572,-0.503875,4,5
80,156585,0.0000000827266,-1.42109E-14,4,5
100,357221,0.000000166925,0.730435,4,5
-20,157.474,0.0000000122451,1.3364,6,5
0,991.743,0.0000000208746,0,6,5
20,4541.08,0.0000000275954,-0.635637,6,5
40,16456.1,0.0000000304188,-0.833328,6,5
60,49326.1,0.00000003939,-0.616754,6,5
80,126444,0.0000000669771,0,6,5
100,286792,0.000000130182,0.899932,6,5
-20,129.827,0.0000000101651,1.42928,8,5
0,829.388,0.0000000174317,0,8,5
20,3840.21,0.0000000233424,-0.713043,8,5
